#threads time_seq time_posix
1	646,7	639,23
2	646,7	321
3	646,7	228,2
4	646,7	175,03
5	646,7	147,26
6	646,7	128,23
7	646,7	115,2
8	646,7	106,3
9	646,7	99,46
10	646,7	93,76
11	646,7	88,7
12	646,7	85,46
